,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0,1,2,2,1,0,600,1,2,66,octa4cw.bmp,M1,1714734506.6878278,1714734507.336315,right,,1714734508.9480274,1714734508.2478771,None,None,None,1714734508.9559836,0.0,None
1,1,2,1,1,0,500,1,1,65,octa1cw.bmp,S4,1714734509.5665953,1714734510.1197143,left,,1714734511.731404,1714734511.0312762,None,None,None,1714734511.74038,0.0,None
2,1,1,2,0,0,500,2,52,180,Squb3cw.bmp,M5,1714734512.3516061,1714734512.9009027,right,,1714734514.510598,1714734513.81047,None,None,None,1714734514.519574,0.0,None
3,1,2,1,1,0,500,1,1,65,octb4.bmp,S3,1714734515.12818,1714734515.6790006,left,"[['right', 392.07044569999925]]",1714734517.287721,1714734516.5875926,None,None,None,1714734517.2976937,0.0,None
4,1,1,1,0,1,550,2,57,185,Squb7cw.bmp,S1,1714734517.906279,1714734518.5059125,left,"[['right', 395.29244350000045]]",1714734520.1156077,1714734519.415481,1714734520.1255813,"[['lctrl', 400.687511099999]]",1714734524.8160496,1714734525.3282747,0.0,None
5,1,2,2,0,0,400,1,4,68,octa2cw.bmp,M4,1714734525.93691,1714734526.394204,right,"[['right', 403.04044109999995]]",1714734528.0019045,1714734527.30178,None,None,None,1714734528.012875,0.0,None
6,1,1,1,0,0,500,2,51,179,Squd3cw.bmp,S2,1714734528.6215198,1714734529.16934,left,"[['left', 405.9383992000003]]",1714734530.7810292,1714734530.0809038,None,None,None,1714734530.7890084,0.0,None
7,1,1,2,0,0,450,2,52,180,Squd2cw.bmp,M2,1714734531.399622,1714734531.9006164,right,"[['right', 408.40353979999963]]",1714734533.5083635,1714734532.8092334,None,None,None,1714734533.518337,0.0,None
8,1,1,2,1,0,500,2,54,182,Squa1cw.bmp,M3,1714734534.1269448,1714734534.6753697,right,"[['right', 411.1854691999997]]",1714734536.2850647,1714734535.5859346,None,None,None,1714734536.2940412,1.0,None
9,1,2,1,1,1,550,1,7,71,octf7cw.bmp,S5,1714734536.903643,1714734537.503745,left,"[['left', 414.02445239999906]]",1714734539.1134424,1714734538.413316,1714734539.122422,"[['lctrl', 416.5684111999999]]",1714734540.6962137,1714734541.2079678,1.0,None
10,1,1,1,0,0,550,2,51,179,squf4cw.bmp,S1,1714734541.8165529,1714734542.4092593,left,"[['right', 419.7064338]]",1714734544.0180361,1714734543.3179088,None,None,None,1714734544.0270126,0.0,None
11,1,1,2,0,1,450,2,58,186,Squa4cw.bmp,M5,1714734544.6356456,1714734545.132384,right,"[['right', 421.56345650000003]]",1714734546.7430763,1714734546.042949,1714734546.7520525,"[['lctrl', 424.6244735]]",1714734548.753494,1714734549.2653656,0.0,None
12,1,1,1,0,0,400,2,51,179,Squb2cw.bmp,S3,1714734549.8739793,1714734550.3165946,left,"[['left', 426.9224295999993]]",1714734551.9252925,1714734551.2251651,None,None,None,1714734551.9342687,0.0,None
13,1,2,1,1,0,600,1,1,65,octd5cw.bmp,S4,1714734552.5429018,1714734553.1863482,left,"[['left', 429.6934380999992]]",1714734554.8060167,1714734554.1058893,None,None,None,1714734554.8169873,1.0,None
14,1,1,2,0,0,400,2,52,180,squf5cw.bmp,M1,1714734555.4256213,1714734555.8693833,right,"[['right', 432.3294807000002]]",1714734557.4787607,1714734556.7796307,None,None,None,1714734557.487737,0.0,None
15,1,2,2,1,0,500,1,2,66,octf5cw.bmp,M2,1714734558.0973673,1714734558.6419506,right,"[['right', 434.99942270000065]]",1714734560.2516458,1714734559.5525155,None,None,None,1714734560.2616196,1.0,None
16,1,2,1,1,1,400,1,7,71,octf2cw.bmp,S5,1714734560.8723123,1714734561.3222497,left,"[['left', 437.85639830000036]]",1714734562.9309473,1714734562.23082,1714734562.9419181,"[['lctrl', 440.36544890000005]]",1714734564.49381,1714734565.0048559,1.0,None
17,1,2,2,1,0,450,1,2,66,octb7.bmp,M3,1714734565.6144886,1714734566.1073396,right,"[['right', 442.5464284999998]]",1714734567.716037,1714734567.0159097,None,None,None,1714734567.727008,1.0,None
18,1,1,1,1,0,500,2,53,181,sque3cw.bmp,S2,1714734568.3356106,1714734568.880144,left,"[['left', 445.35441340000034]]",1714734570.4888418,1714734569.7887113,None,None,None,1714734570.498815,1.0,None
19,1,2,1,1,0,450,1,1,65,octd3cw.bmp,S5,1714734571.1079383,1714734571.6001291,left,"[['left', 448.1514208999997]]",1714734573.2088268,1714734572.5096965,None,None,None,1714734573.217803,1.0,None
20,1,2,2,0,0,600,1,4,68,octe4cw.bmp,M4,1714734573.8261535,1714734574.468415,right,"[['right', 450.74343620000036]]",1714734576.0781102,1714734575.3789802,None,None,None,1714734576.0875618,0.0,None
21,1,1,1,0,1,600,2,57,185,Squb1cw.bmp,S2,1714734576.7071352,1714734577.3512447,left,"[['left', 453.91341549999925]]",1714734578.9599423,1714734578.2608123,1714734578.9709132,"[['lctrl', 456.1943818]]",1714734580.3222995,1714734580.842465,0.0,None
22,1,2,1,0,0,450,1,3,67,octd2cw.bmp,S4,1714734581.4610558,1714734581.9576142,left,"[['left', 458.5214273999991]]",1714734583.5663116,1714734582.8661842,None,None,None,1714734583.5759177,0.0,None
23,1,2,2,1,0,400,1,2,66,octd6cw.bmp,M5,1714734584.1845617,1714734584.6262822,right,"[['right', 461.08949009999924]]",1714734586.23498,1714734585.5348525,None,None,None,1714734586.2449536,1.0,None
24,1,2,2,1,0,400,1,2,66,octe5cw.bmp,M4,1714734586.8535895,1714734587.2968333,right,"[['right', 463.8424020000002]]",1714734588.905531,1714734588.2054033,None,None,None,1714734588.9155045,1.0,None
25,1,1,1,0,1,500,2,57,185,squf8cw.bmp,S3,1714734589.5350952,1714734590.088347,left,"[['left', 466.5934147000007]]",1714734591.6990392,1714734590.9989119,1714734591.7080154,"[['lctrl', 470.76237310000033]]",1714734594.8907926,1714734595.4018514,0.0,None
26,1,1,1,0,0,400,2,51,179,Squb4cw.bmp,S1,1714734596.0104828,1714734596.4531403,left,"[['left', 473.00040330000047]]",1714734598.0628352,1714734597.3627076,None,None,None,1714734598.070814,0.0,None
27,1,1,2,0,1,500,2,58,186,sque2cw.bmp,M2,1714734598.6804278,1714734599.2269623,right,"[['right', 475.7014490999991]]",1714734600.8376124,1714734600.138478,1714734600.8475816,"[['lctrl', 478.4174186]]",1714734602.5460396,1714734603.0580876,0.0,None
28,1,2,1,0,0,400,1,3,67,octf4cw.bmp,S1,1714734603.6667027,1714734604.1087527,left,"[['left', 480.5994131000007]]",1714734605.7174504,1714734605.017323,None,None,None,1714734605.727424,0.0,None
29,1,2,2,1,0,500,1,2,66,octd7cw.bmp,M3,1714734606.3367152,1714734606.8797808,right,"[['right', 483.31245449999915]]",1714734608.499451,1714734607.7993228,None,None,None,1714734608.509423,1.0,None
30,1,1,2,1,0,450,2,54,182,Squb5cw.bmp,M1,1714734609.1180582,1714734609.6128469,right,,1714734611.2215676,1714734610.5224147,None,None,None,1714734611.2315183,0.0,None
31,1,1,1,0,0,450,2,51,179,sque6cw.bmp,S3,1714734611.840125,1714734612.3338566,left,"[['left', 488.9294026000007]]",1714734613.9535267,1714734613.253399,None,None,None,1714734613.9644969,0.0,None
32,1,2,1,1,1,500,1,7,71,octa3cw.bmp,S2,1714734614.5731344,1714734615.1176322,left,"[['left', 491.65939160000016]]",1714734616.72633,1714734616.0262027,1714734616.7353063,"[['lctrl', 494.1284065]]",1714734618.2568412,1714734618.7690048,1.0,None
33,1,1,2,1,0,600,2,54,182,sque7cw.bmp,M2,1714734619.3786166,1714734620.024657,right,"[['right', 496.4993969999996]]",1714734621.6343522,1714734620.9342244,None,None,None,1714734621.642331,1.0,None
34,1,1,2,0,0,500,2,52,180,sque8cw.bmp,M1,1714734622.251943,1714734622.7926877,right,"[['right', 499.28436839999995]]",1714734624.4123561,1714734623.7122285,None,None,None,1714734624.4223297,0.0,None
35,1,2,1,1,0,400,1,1,65,octb5.bmp,S4,1714734625.031942,1714734625.4757469,left,"[['left', 502.3464230999998]]",1714734627.0844448,1714734626.384317,None,None,None,1714734627.0944183,1.0,None
36,1,1,1,1,0,400,2,53,181,Squb6cw.bmp,S5,1714734627.7020392,1714734628.1458952,left,"[['left', 504.6693285000001]]",1714734629.7545931,1714734629.0544653,None,None,None,1714734629.7645664,1.0,None
37,1,2,2,1,1,550,1,8,72,octa6cw.bmp,M4,1714734630.3731682,1714734630.9648929,right,"[['right', 507.43436590000056]]",1714734632.574588,1714734631.8744607,1714734632.5835643,"[['lctrl', 510.33539910000036]]",1714734634.4637842,1714734634.9743657,1.0,None
38,1,2,2,0,0,450,1,4,68,octe7cw.bmp,M3,1714734635.5839813,1714734636.082175,right,"[['right', 512.7843942]]",1714734637.6898751,1714734636.9897478,None,None,None,1714734637.7008462,0.0,None
39,1,2,1,1,0,550,1,1,65,octd8cw.bmp,S5,1714734638.3094614,1714734638.9038005,left,"[['left', 515.5313827999998]]",1714734640.5124986,1714734639.8123484,None,None,None,1714734640.5214748,1.0,None
40,1,1,2,0,1,400,2,58,186,sque5cw.bmp,M5,1714734641.1310766,1714734641.5738583,right,"[['right', 518.0854168999995]]",1714734643.1825807,1714734642.4824288,1714734643.1915324,"[['lctrl', 520.6104868000002]]",1714734644.739005,1714734645.2490354,0.0,None
41,1,1,2,1,0,550,2,54,182,Squd5cw.bmp,M4,1714734645.8586178,1714734646.4525237,right,"[['right', 522.9234104000006]]",1714734648.0622187,1714734647.3620913,None,None,None,1714734648.0821655,1.0,None
42,1,2,1,0,0,550,1,3,67,octd1cw.bmp,S1,1714734648.6927378,1714734649.2866397,left,"[['left', 525.7584692]]",1714734650.8963346,1714734650.196207,None,None,None,1714734650.9053106,0.0,None
43,1,1,2,0,0,550,2,52,180,squf6cw.bmp,M2,1714734651.5149176,1714734652.1188662,right,"[['right', 528.4854125000002]]",1714734653.7295358,1714734653.0294082,None,None,None,1714734653.7385118,0.0,None
44,1,1,1,0,1,450,2,57,185,Squd1cw.bmp,S2,1714734654.349121,1714734654.8479342,left,"[['left', 531.3013776000007]]",1714734656.456632,1714734655.7565043,1714734656.4676027,"[['lctrl', 533.7793524999997]]",1714734657.9077513,1714734658.4189382,0.0,None
45,1,1,2,0,0,450,2,52,180,Squd7cw.bmp,M3,1714734659.0285504,1714734659.5205033,right,"[['right', 535.8923856999991]]",1714734661.1414764,1714734660.4413488,None,None,None,1714734661.15145,0.0,None
46,1,2,2,0,0,550,1,4,68,octe6cw.bmp,M5,1714734661.7600586,1714734662.3559914,right,"[['right', 538.9353879999999]]",1714734663.964768,1714734663.2646399,None,None,None,1714734663.9737468,0.0,None
47,1,2,1,1,0,450,1,1,65,octf3cw.bmp,S4,1714734664.582354,1714734665.0749638,left,"[['left', 541.6973049000007]]",1714734666.6836622,1714734665.9835343,None,None,None,1714734666.6926377,1.0,None
48,1,1,2,0,1,550,2,58,186,Squa5cw.bmp,M1,1714734667.30203,1714734667.8980324,right,"[['right', 544.3563539000006]]",1714734669.507727,1714734668.8075984,1714734669.5167048,"[['lctrl', 546.8593352000007]]",1714734670.9877493,1714734671.5183756,0.0,None
49,1,1,1,1,0,450,2,53,181,squf7cw.bmp,S3,1714734672.1299608,1714734672.635667,left,"[['left', 549.1173832999993]]",1714734674.2463589,1714734673.5462313,None,None,None,1714734674.2553353,1.0,None
50,1,1,2,0,0,600,2,52,180,Squa2cw.bmp,M1,1714734674.8659558,1714734675.5077035,right,"[['right', 551.949399699999]]",1714734677.1174219,1714734676.4172711,None,None,None,1714734677.126375,0.0,None
51,1,2,1,0,0,600,1,3,67,octb1.bmp,S5,1714734677.734979,1714734678.3887932,left,"[['left', 554.9024405]]",1714734679.999487,1714734679.2993603,None,None,None,1714734680.007465,0.0,None
52,1,2,2,0,0,500,1,4,68,octa5cw.bmp,M5,1714734680.6170661,1714734681.1595852,right,"[['right', 557.6223771999994]]",1714734682.7697043,1714734682.0705724,None,None,None,1714734682.779678,0.0,None
53,1,2,2,1,1,500,1,8,72,octb6.bmp,M2,1714734683.3892608,1714734683.9312463,right,"[['right', 560.5583766]]",1714734685.5409415,1714734684.840814,1714734685.5499177,"[['lctrl', 562.8103914000003]]",1714734686.9387581,1714734687.4493952,1.0,None
54,1,1,1,1,0,600,2,53,181,Squd4cw.bmp,S2,1714734688.0604713,1714734688.703004,left,"[['left', 565.2203939999999]]",1714734690.3126953,1714734689.612568,None,None,None,1714734690.3216715,1.0,None
55,1,2,2,1,1,400,1,8,72,octf8cw.bmp,M4,1714734690.930835,1714734691.3804781,right,"[['right', 567.8973616000003]]",1714734692.989176,1714734692.2890487,1714734692.9981523,"[['lctrl', 570.3573367999998]]",1714734694.4857576,1714734694.9989412,1.0,None
56,1,1,2,0,0,550,2,52,180,Squa3cw.bmp,M3,1714734695.6075842,1714734696.2001555,right,"[['right', 572.6433302000005]]",1714734697.808853,1714734697.1097224,None,None,None,1714734697.8178291,0.0,None
57,1,2,1,0,0,500,1,3,67,octe2cw.bmp,S3,1714734698.427463,1714734698.969142,left,"[['left', 575.4683621000004]]",1714734700.57886,1714734699.8787096,None,None,None,1714734700.586816,0.0,None
58,1,2,1,1,0,400,1,1,65,octa8cw.bmp,S1,1714734701.1964486,1714734701.6385274,left,"[['left', 578.1473401000003]]",1714734703.2482228,1714734702.5480952,None,None,None,1714734703.2562017,1.0,None
59,1,2,2,1,0,550,1,2,66,octb2cw.bmp,M4,1714734703.8648314,1714734704.4584982,right,"[['right', 580.8733756000001]]",1714734706.0661988,1714734705.3660712,None,None,None,1714734706.0761724,1.0,None
60,1,1,2,0,1,600,2,58,186,Squd6cw.bmp,M1,1714734706.6848075,1714734707.3317258,right,"[['right', 583.7693268999992]]",1714734708.9424183,1714734708.2422907,1714734708.9513946,"[['lctrl', 586.2433801000006]]",1714734710.3718746,1714734710.8821065,0.0,None
