,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0,1,2,1,0,0,400,2,51,179,octb7.bmp,S3,1718783831.3469653,1718783831.7963083,left,"[['left', 3536.2898791999996]]",1718783833.4060037,1718783832.705876,None,None,None,1718783833.41498,0.0,None
1,1,1,2,0,0,550,1,4,68,Squa7cw.bmp,M1,1718783834.026554,1718783834.6186159,right,"[['right', 3539.1638635]]",1718783836.2303288,1718783835.5301783,None,None,None,1718783836.239282,0.0,None
2,1,2,2,1,0,450,2,54,182,octa8cw.bmp,M4,1718783836.8488827,1718783837.3489017,right,"[['right', 3541.3518682000004]]",1718783838.9575996,1718783838.2574723,None,None,None,1718783838.9675732,1.0,None
3,1,2,1,0,1,600,2,57,185,octe5cw.bmp,S2,1718783839.5762076,1718783840.2242196,left,"[['left', 3544.0779154]]",1718783841.8349125,1718783841.134785,1718783841.844886,"[['lctrl', 3548.8328006]]",1718783845.5462494,1718783846.05736,0.0,None
4,1,1,2,0,0,450,1,4,68,sque7cw.bmp,M5,1718783846.676964,1718783847.174835,right,"[['right', 3551.0448906]]",1718783848.7825358,1718783848.0824082,None,None,None,1718783848.792509,0.0,None
5,1,2,1,1,0,450,2,53,181,octb8.bmp,S4,1718783849.4027553,1718783849.9074895,left,"[['left', 3553.7558527]]",1718783851.515188,1718783850.8150594,None,None,None,1718783851.5271585,1.0,None
6,1,2,1,1,0,600,2,53,181,octa6cw.bmp,S5,1718783852.1355124,1718783852.7975898,left,"[['left', 3556.6528513000003]]",1718783854.4092798,1718783853.7091522,None,None,None,1718783854.418256,1.0,None
7,1,2,2,0,1,450,2,58,186,octa2cw.bmp,M2,1718783855.029851,1718783855.5300932,right,"[['right', 3559.3878591000002]]",1718783857.1387913,1718783856.4386637,1718783857.1487648,"[['lalt', 3561.8948274000004]]",1718783858.6088607,1718783859.1194582,0.0,None
8,1,1,2,1,0,550,1,2,66,Squa5cw.bmp,M3,1718783859.731079,1718783860.3322384,right,"[['right', 3564.1098469999997]]",1718783861.9409368,1718783861.240809,None,None,None,1718783861.9519074,1.0,None
9,1,1,1,1,0,400,1,1,65,Squb1cw.bmp,S1,1718783862.5605185,1718783863.0083609,left,"[['left', 3566.8768201000003]]",1718783864.620051,1718783863.9199233,None,None,None,1718783864.6290274,1.0,None
10,1,2,2,0,0,450,2,52,180,octf3cw.bmp,M3,1718783865.2386315,1718783865.7415936,right,"[['right', 3569.6158613]]",1718783867.353284,1718783866.653156,None,None,None,1718783867.3622603,0.0,None
11,1,1,2,0,0,600,1,4,68,Squd6cw.bmp,M1,1718783867.9738586,1718783868.6231217,right,"[['right', 3572.3268516]]",1718783870.231816,1718783869.5316882,None,None,None,1718783870.241789,0.0,None
12,1,1,1,1,1,450,1,7,71,Squd2cw.bmp,S2,1718783870.8504043,1718783871.3432524,left,"[['left', 3575.1488452000003]]",1718783872.9519506,1718783872.2518232,1718783872.9619243,"[['lctrl', 3577.9398414999996]]",1718783874.6534014,1718783875.1640036,1.0,None
13,1,1,2,1,0,500,1,2,66,sque2cw.bmp,M5,1718783875.7835941,1718783876.3257267,right,"[['right', 3580.1648677000003]]",1718783877.9341767,1718783877.2340496,None,None,None,1718783877.946145,1.0,None
14,1,2,2,0,0,550,2,52,180,octd3cw.bmp,M4,1718783878.5546484,1718783879.149788,right,"[['right', 3582.8808417]]",1718783880.758486,1718783880.0593557,None,None,None,1718783880.7684596,0.0,None
15,1,2,1,0,0,600,2,51,179,octf8cw.bmp,S3,1718783881.3880668,1718783882.0336244,left,"[['left', 3585.8018679999996]]",1718783883.6432652,1718783882.943138,None,None,None,1718783883.6532388,0.0,None
16,1,2,1,0,0,450,2,51,179,octa7cw.bmp,S1,1718783884.2618515,1718783884.7582135,left,"[['left', 3588.5809154999997]]",1718783886.3700185,1718783885.6698909,None,None,None,1718783886.3779974,0.0,None
17,1,1,2,1,1,550,1,8,72,Squd7cw.bmp,M2,1718783886.9886072,1718783887.5925798,right,"[['right', 3591.3618625999998]]",1718783889.2042701,1718783888.5041423,1718783889.213246,"[['lalt', 3595.2727667999998]]",1718783891.9869106,1718783892.4976563,1.0,None
18,1,2,2,1,0,500,2,54,182,octe2cw.bmp,M1,1718783893.1092567,1718783893.651382,right,"[['right', 3597.3308847]]",1718783895.2620747,1718783894.5619469,None,None,None,1718783895.271051,1.0,None
19,1,1,1,0,0,600,1,3,67,Squb6cw.bmp,S4,1718783895.8806536,1718783896.5330377,left,"[['left', 3600.2158470000004]]",1718783898.1447506,1718783897.4455974,None,None,None,1718783898.153704,0.0,None
20,1,2,2,1,0,600,2,54,182,octd5cw.bmp,M4,1718783898.7653503,1718783899.4075766,right,"[['right', 3603.0998556000004]]",1718783901.017272,1718783900.3171444,None,None,None,1718783901.0262482,1.0,None
21,1,1,2,1,0,450,1,2,66,Squb3cw.bmp,M2,1718783901.634944,1718783902.1382186,right,"[['right', 3605.8088454]]",1718783903.7499087,1718783903.0497813,None,None,None,1718783903.7588851,1.0,None
22,1,2,1,0,1,450,2,57,185,octf5cw.bmp,S5,1718783904.36957,1718783904.871018,left,"[['left', 3608.4688487000003]]",1718783906.4787214,1718783905.7795901,1718783906.4886954,"[['lalt', 3610.6149105000004]]",1718783907.32845,1718783907.839671,0.0,None
23,1,2,1,0,0,550,2,51,179,octe1cw.bmp,S2,1718783908.448037,1718783909.0420537,left,"[['left', 3612.7518293000003]]",1718783910.6607273,1718783909.9605992,None,None,None,1718783910.6726978,0.0,None
24,1,1,2,1,1,450,1,8,72,sque3cw.bmp,M3,1718783911.2813148,1718783911.7758307,right,"[['right', 3615.4998412000004]]",1718783913.3838427,1718783912.6836925,1718783913.393817,"[['lctrl', 3618.2398003]]",1718783914.9536448,1718783915.4822016,1.0,None
25,1,2,1,0,0,550,2,51,179,octa4cw.bmp,S4,1718783916.094243,1718783916.6875906,left,"[['left', 3620.3618536000004]]",1718783918.297286,1718783917.5971587,None,None,None,1718783918.3062623,0.0,None
26,1,2,1,0,1,400,2,57,185,octb1.bmp,S5,1718783918.915892,1718783919.3689654,left,"[['left', 3623.0348345]]",1718783920.9806557,1718783920.2805278,1718783920.9896314,"[['lalt', 3625.4278237999997]]",1718783922.1420422,1718783922.6529775,0.0,None
27,1,1,2,1,0,400,1,2,66,squf1cw.bmp,M5,1718783923.2715602,1718783923.7192228,right,"[['right', 3627.4508561000002]]",1718783925.3268886,1718783924.6277523,None,None,None,1718783925.3368607,1.0,None
28,1,2,2,0,0,500,2,52,180,octe7cw.bmp,M2,1718783925.9574628,1718783926.5021894,right,"[['right', 3630.1558510000004]]",1718783928.1102428,1718783927.4111104,None,None,None,1718783928.1222112,0.0,None
