,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0,1,2,2,0,0,450,2,52,180,octe1cw.bmp,M1,1718803009.08803,1718803009.580547,right,"[['right', 3450.8033103000016]]",1718803011.1892447,1718803010.4891167,None,None,None,1718803011.2081938,0.0,None
1,1,1,2,1,0,600,1,2,66,Squd4cw.bmp,M3,1718803011.819792,1718803012.4573529,right,"[['right', 3453.242389700001]]",1718803014.0770216,1718803013.3768942,None,None,None,1718803014.0889902,1.0,None
2,1,2,1,0,0,600,2,51,179,octe4cw.bmp,S1,1718803014.6976054,1718803015.345198,left,"[['left', 3456.0254209000013]]",1718803016.956888,1718803016.2567604,None,None,None,1718803016.9658642,0.0,None
3,1,2,1,0,0,400,2,51,179,octd6cw.bmp,S5,1718803017.57744,1718803018.0159755,left,"[['left', 3458.8903795000006]]",1718803019.6276658,1718803018.927538,None,None,None,1718803019.6366417,0.0,None
4,1,2,2,0,1,550,2,58,186,octb4.bmp,M5,1718803020.2462468,1718803020.833794,right,"[['right', 3461.6723859000012]]",1718803022.445484,1718803021.7453566,1718803022.4554577,"[['lctrl', 3465.6783859999996]]",1718803025.4464595,1718803025.9570706,0.0,None
5,1,1,1,0,0,500,1,3,67,sque5cw.bmp,S4,1718803026.5680141,1718803027.1102445,left,"[['left', 3467.7183796000027]]",1718803028.7199402,1718803028.0198123,None,None,None,1718803028.7279189,0.0,None
6,1,2,2,0,1,600,2,58,186,octb8.bmp,M2,1718803029.3376367,1718803029.99113,right,"[['right', 3470.7454399000017]]",1718803031.6029449,1718803030.9026926,1718803031.6109238,"[['lctrl', 3472.9373113]]",1718803032.7062628,1718803033.219114,0.0,None
7,1,2,1,1,0,400,2,53,181,octa3cw.bmp,S3,1718803033.8277483,1718803034.265522,left,"[['right', 3475.0543856000004]]",1718803035.8752174,1718803035.1750898,None,None,None,1718803035.884194,0.0,None
8,1,1,2,1,0,550,1,2,66,squf2cw.bmp,M4,1718803036.4938102,1718803037.0823421,right,"[['left', 3477.7253956000022]]",1718803038.6936965,1718803037.9935687,None,None,None,1718803038.7016535,0.0,None
9,1,2,2,1,0,400,2,54,182,octf2cw.bmp,M2,1718803039.3118398,1718803039.749396,right,"[['right', 3480.515402600002]]",1718803041.3610861,1718803040.6609585,None,None,None,1718803041.3700624,1.0,None
10,1,1,1,1,1,450,1,7,71,squf1cw.bmp,S2,1718803041.9806714,1718803042.4677656,left,"[['left', 3483.1183913999994]]",1718803044.0794554,1718803043.379328,1718803044.0884318,"[['lctrl', 3484.9303062]]",1718803044.6987996,1718803045.220383,1.0,None
11,1,2,1,1,0,450,2,53,181,octb3.bmp,S1,1718803045.831985,1718803046.321505,left,"[['left', 3487.002383700001]]",1718803047.9331954,1718803047.2330678,None,None,None,1718803047.9411738,1.0,None
12,1,1,2,1,1,550,1,8,72,Squa1cw.bmp,M3,1718803048.5527894,1718803049.1403146,right,"[['right', 3489.8044038000007]]",1718803050.7517483,1718803050.0516207,1718803050.7607267,"[['lctrl', 3491.5283705]]",1718803051.2962925,1718803051.8071291,1.0,None
13,1,1,1,1,0,600,1,1,65,Squa2cw.bmp,S5,1718803052.4177332,1718803053.0573778,left,"[['left', 3493.7104043]]",1718803054.6650786,1718803053.9659483,None,None,None,1718803054.6750524,1.0,None
