,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
242,4,2,2,1,0,350,2,54,182,octe1cw.bmp,I2,None,None,None,None,None,None,None,None,None,None,None
243,4,1,1,1,1,200,1,7,71,sque6cw.bmp,J1,None,None,None,None,None,None,None,None,None,None,None
244,4,1,1,1,0,400,1,1,65,Squa1cw.bmp,J2,None,None,None,None,None,None,None,None,None,None,None
245,4,1,2,1,0,300,1,2,66,squf6cw.bmp,I5,None,None,None,None,None,None,None,None,None,None,None
246,4,2,1,0,1,200,2,57,185,octb2cw.bmp,J5,None,None,None,None,None,None,None,None,None,None,None
247,4,2,2,0,0,350,2,52,180,octd2cw.bmp,I4,None,None,None,None,None,None,None,None,None,None,None
248,4,2,1,0,1,350,2,57,185,octa7cw.bmp,J4,None,None,None,None,None,None,None,None,None,None,None
249,4,1,2,0,0,400,1,4,68,squf8cw.bmp,I1,None,None,None,None,None,None,None,None,None,None,None
250,4,1,2,0,0,250,1,4,68,Squa2cw.bmp,I4,None,None,None,None,None,None,None,None,None,None,None
251,4,1,1,1,0,200,1,1,65,Squb5cw.bmp,J4,None,None,None,None,None,None,None,None,None,None,None
252,4,2,2,1,0,200,2,54,182,octe5cw.bmp,I3,None,None,None,None,None,None,None,None,None,None,None
253,4,1,2,1,1,400,1,8,72,squf1cw.bmp,I2,None,None,None,None,None,None,None,None,None,None,None
254,4,1,1,0,0,250,1,3,67,Squb3cw.bmp,J5,None,None,None,None,None,None,None,None,None,None,None
255,4,2,2,0,1,250,2,58,186,octe6cw.bmp,I5,None,None,None,None,None,None,None,None,None,None,None
256,4,2,2,1,0,400,2,54,182,octe7cw.bmp,I1,None,None,None,None,None,None,None,None,None,None,None
257,4,2,1,0,0,250,2,51,179,octe2cw.bmp,J1,None,None,None,None,None,None,None,None,None,None,None
258,4,1,2,1,1,350,1,8,72,Squb1cw.bmp,I3,None,None,None,None,None,None,None,None,None,None,None
259,4,2,2,0,0,250,2,52,180,octd1cw.bmp,I1,None,None,None,None,None,None,None,None,None,None,None
260,4,1,1,0,0,400,1,3,67,squf7cw.bmp,J3,None,None,None,None,None,None,None,None,None,None,None
261,4,2,2,1,0,250,2,54,182,octf5cw.bmp,I4,None,None,None,None,None,None,None,None,None,None,None
262,4,2,1,1,0,350,2,53,181,octb1.bmp,J2,None,None,None,None,None,None,None,None,None,None,None
263,4,2,2,0,1,350,2,58,186,octb4.bmp,I2,None,None,None,None,None,None,None,None,None,None,None
264,4,1,2,1,0,400,1,2,66,Squd1cw.bmp,I5,None,None,None,None,None,None,None,None,None,None,None
265,4,1,1,1,1,400,1,7,71,Squb2cw.bmp,J4,None,None,None,None,None,None,None,None,None,None,None
266,4,2,2,1,0,300,2,54,182,octb5.bmp,I2,None,None,None,None,None,None,None,None,None,None,None
267,4,1,1,0,0,300,1,3,67,Squd7cw.bmp,J1,None,None,None,None,None,None,None,None,None,None,None
268,4,1,2,1,0,300,1,2,66,Squa7cw.bmp,I5,None,None,None,None,None,None,None,None,None,None,None
269,4,2,2,0,1,400,2,58,186,octa3cw.bmp,I1,None,None,None,None,None,None,None,None,None,None,None
270,4,1,1,0,0,350,1,3,67,sque7cw.bmp,J3,None,None,None,None,None,None,None,None,None,None,None
271,4,1,2,1,0,250,1,2,66,Squb4cw.bmp,I4,None,None,None,None,None,None,None,None,None,None,None
272,4,1,2,1,0,250,1,2,66,Squa4cw.bmp,I3,None,None,None,None,None,None,None,None,None,None,None
273,4,2,1,0,0,350,2,51,179,octb8.bmp,J2,None,None,None,None,None,None,None,None,None,None,None
274,4,2,1,0,1,300,2,57,185,octd7cw.bmp,J5,None,None,None,None,None,None,None,None,None,None,None
275,4,1,2,1,0,200,1,2,66,sque2cw.bmp,I5,None,None,None,None,None,None,None,None,None,None,None
276,4,2,1,0,0,350,2,51,179,octa5cw.bmp,J2,None,None,None,None,None,None,None,None,None,None,None
277,4,1,2,1,1,200,1,8,72,Squb6cw.bmp,I4,None,None,None,None,None,None,None,None,None,None,None
278,4,1,2,1,0,400,1,2,66,squf3cw.bmp,I2,None,None,None,None,None,None,None,None,None,None,None
279,4,1,1,1,0,350,1,1,65,Squd4cw.bmp,J4,None,None,None,None,None,None,None,None,None,None,None
280,4,2,1,0,0,200,2,51,179,octf2cw.bmp,J1,None,None,None,None,None,None,None,None,None,None,None
281,4,1,2,1,1,250,1,8,72,squf2cw.bmp,I1,None,None,None,None,None,None,None,None,None,None,None
282,4,1,2,1,0,200,1,2,66,sque8cw.bmp,I3,None,None,None,None,None,None,None,None,None,None,None
283,4,1,1,1,0,250,1,1,65,Squd5cw.bmp,J5,None,None,None,None,None,None,None,None,None,None,None
284,4,2,1,0,0,200,2,51,179,octf4cw.bmp,J3,None,None,None,None,None,None,None,None,None,None,None
285,4,1,2,1,0,350,1,2,66,squf8cw.bmp,I3,None,None,None,None,None,None,None,None,None,None,None
286,4,1,1,1,1,250,1,7,71,Squa7cw.bmp,J4,None,None,None,None,None,None,None,None,None,None,None
287,4,2,1,0,0,250,2,51,179,octe4cw.bmp,J1,None,None,None,None,None,None,None,None,None,None,None
288,4,2,2,0,0,300,2,52,180,octf3cw.bmp,I2,None,None,None,None,None,None,None,None,None,None,None
289,4,1,1,0,0,200,1,3,67,Squd2cw.bmp,J2,None,None,None,None,None,None,None,None,None,None,None
290,4,1,2,0,0,350,1,4,68,squf5cw.bmp,I4,None,None,None,None,None,None,None,None,None,None,None
291,4,1,1,1,1,350,1,7,71,Squb3cw.bmp,J3,None,None,None,None,None,None,None,None,None,None,None
292,4,2,2,0,0,200,2,52,180,octf7cw.bmp,I1,None,None,None,None,None,None,None,None,None,None,None
293,4,2,1,1,0,300,2,53,181,octb6.bmp,J5,None,None,None,None,None,None,None,None,None,None,None
294,4,2,2,0,0,200,2,52,180,octa7cw.bmp,I5,None,None,None,None,None,None,None,None,None,None,None
295,4,1,1,1,0,300,1,1,65,Squb5cw.bmp,J4,None,None,None,None,None,None,None,None,None,None,None
296,4,1,2,1,1,300,1,8,72,Squb1cw.bmp,I5,None,None,None,None,None,None,None,None,None,None,None
297,4,2,2,0,0,400,2,52,180,octd7cw.bmp,I1,None,None,None,None,None,None,None,None,None,None,None
298,4,1,1,1,0,350,1,1,65,squf3cw.bmp,J2,None,None,None,None,None,None,None,None,None,None,None
299,4,2,1,0,0,300,2,51,179,octe4cw.bmp,J3,None,None,None,None,None,None,None,None,None,None,None
300,4,2,2,0,0,250,2,52,180,octd6cw.bmp,I2,None,None,None,None,None,None,None,None,None,None,None
301,4,1,1,1,1,300,1,7,71,sque8cw.bmp,J1,None,None,None,None,None,None,None,None,None,None,None
302,4,2,2,0,0,300,2,52,180,octf4cw.bmp,I4,None,None,None,None,None,None,None,None,None,None,None
303,4,1,1,1,0,400,1,1,65,Squb7cw.bmp,J5,None,None,None,None,None,None,None,None,None,None,None
304,4,2,2,0,0,350,2,52,180,octe1cw.bmp,I3,None,None,None,None,None,None,None,None,None,None,None
305,4,1,1,1,0,300,1,1,65,Squb4cw.bmp,J3,None,None,None,None,None,None,None,None,None,None,None
306,4,2,2,0,1,200,2,58,186,octa1cw.bmp,I4,None,None,None,None,None,None,None,None,None,None,None
307,4,2,1,0,0,400,2,51,179,octb1.bmp,J2,None,None,None,None,None,None,None,None,None,None,None
308,4,2,1,1,0,200,2,53,181,octb3.bmp,J4,None,None,None,None,None,None,None,None,None,None,None
309,4,1,2,0,0,200,1,4,68,Squa2cw.bmp,I2,None,None,None,None,None,None,None,None,None,None,None
310,4,2,1,0,1,250,2,57,185,octd3cw.bmp,J5,None,None,None,None,None,None,None,None,None,None,None
311,4,1,1,1,0,250,1,1,65,Squa4cw.bmp,J1,None,None,None,None,None,None,None,None,None,None,None
312,4,1,2,1,0,350,1,2,66,Squa3cw.bmp,I1,None,None,None,None,None,None,None,None,None,None,None
313,4,2,1,1,0,400,2,53,181,octd8cw.bmp,J4,None,None,None,None,None,None,None,None,None,None,None
314,4,2,2,0,0,400,2,52,180,octa5cw.bmp,I3,None,None,None,None,None,None,None,None,None,None,None
315,4,2,1,0,1,400,2,57,185,octf5cw.bmp,J3,None,None,None,None,None,None,None,None,None,None,None
316,4,1,1,1,0,200,1,1,65,sque5cw.bmp,J5,None,None,None,None,None,None,None,None,None,None,None
317,4,2,2,0,1,300,2,58,186,octb8.bmp,I5,None,None,None,None,None,None,None,None,None,None,None
318,4,2,1,1,0,250,2,53,181,octb5.bmp,J1,None,None,None,None,None,None,None,None,None,None,None
319,4,2,1,0,0,400,2,51,179,octf3cw.bmp,J2,None,None,None,None,None,None,None,None,None,None,None
320,5,1,2,0,0,400,1,4,68,Squd1cw.bmp,I4,None,None,None,None,None,None,None,None,None,None,None
321,5,2,1,1,0,400,2,53,181,octe2cw.bmp,M1,None,None,None,None,None,None,None,None,None,None,None
322,5,2,1,0,0,350,2,51,179,octb4.bmp,M2,None,None,None,None,None,None,None,None,None,None,None
323,5,2,2,0,1,200,2,58,186,octa8cw.bmp,I3,None,None,None,None,None,None,None,None,None,None,None
324,5,1,1,1,0,300,1,1,65,squf1cw.bmp,M4,None,None,None,None,None,None,None,None,None,None,None
325,5,2,2,1,0,350,2,54,182,octf2cw.bmp,I1,None,None,None,None,None,None,None,None,None,None,None
326,5,1,2,1,1,250,1,8,72,Squd3cw.bmp,I5,None,None,None,None,None,None,None,None,None,None,None
327,5,2,1,0,0,300,2,51,179,octb6.bmp,M5,None,None,None,None,None,None,None,None,None,None,None
328,5,2,2,0,0,350,2,52,180,octb2cw.bmp,I2,None,None,None,None,None,None,None,None,None,None,None
329,5,1,1,1,1,250,1,7,71,Squb2cw.bmp,M3,None,None,None,None,None,None,None,None,None,None,None
330,5,2,1,1,0,200,2,53,181,octa6cw.bmp,M4,None,None,None,None,None,None,None,None,None,None,None
331,5,1,2,1,0,300,1,2,66,sque2cw.bmp,I5,None,None,None,None,None,None,None,None,None,None,None
332,5,1,2,1,0,200,1,2,66,Squa5cw.bmp,I1,None,None,None,None,None,None,None,None,None,None,None
333,5,2,1,0,0,400,2,51,179,octa4cw.bmp,M1,None,None,None,None,None,None,None,None,None,None,None
334,5,1,2,1,1,300,1,8,72,sque7cw.bmp,I3,None,None,None,None,None,None,None,None,None,None,None
335,5,1,2,1,0,400,1,2,66,squf4cw.bmp,I4,None,None,None,None,None,None,None,None,None,None,None
336,5,2,1,1,0,250,2,53,181,octd5cw.bmp,M3,None,None,None,None,None,None,None,None,None,None,None
337,5,2,2,0,0,400,2,52,180,octf6cw.bmp,I2,None,None,None,None,None,None,None,None,None,None,None
338,5,1,1,1,0,250,1,1,65,Squb6cw.bmp,M5,None,None,None,None,None,None,None,None,None,None,None
339,5,1,2,1,1,350,1,8,72,Squd7cw.bmp,I5,None,None,None,None,None,None,None,None,None,None,None
340,5,1,1,0,0,350,1,3,67,Squd6cw.bmp,M2,None,None,None,None,None,None,None,None,None,None,None
341,5,2,1,0,0,350,2,51,179,octa3cw.bmp,M4,None,None,None,None,None,None,None,None,None,None,None
342,5,1,2,0,0,200,1,4,68,sque6cw.bmp,I2,None,None,None,None,None,None,None,None,None,None,None
343,5,1,2,0,0,250,1,4,68,squf2cw.bmp,I1,None,None,None,None,None,None,None,None,None,None,None
344,5,2,1,0,1,350,2,57,185,octd2cw.bmp,M5,None,None,None,None,None,None,None,None,None,None,None
345,5,1,2,1,0,350,1,2,66,Squd4cw.bmp,I3,None,None,None,None,None,None,None,None,None,None,None
346,5,1,1,1,0,400,1,1,65,sque3cw.bmp,M3,None,None,None,None,None,None,None,None,None,None,None
347,5,2,2,0,0,200,2,52,180,octd1cw.bmp,I4,None,None,None,None,None,None,None,None,None,None,None
348,5,2,1,1,0,350,2,53,181,octb7.bmp,M1,None,None,None,None,None,None,None,None,None,None,None
349,5,2,2,0,1,400,2,58,186,octe7cw.bmp,I2,None,None,None,None,None,None,None,None,None,None,None
350,5,1,2,1,0,250,1,2,66,Squa8cw.bmp,I4,None,None,None,None,None,None,None,None,None,None,None
351,5,2,1,0,1,250,2,57,185,octf8cw.bmp,M2,None,None,None,None,None,None,None,None,None,None,None
352,5,2,1,0,0,300,2,51,179,octe5cw.bmp,M1,None,None,None,None,None,None,None,None,None,None,None
353,5,1,2,1,1,400,1,8,72,Squa6cw.bmp,I1,None,None,None,None,None,None,None,None,None,None,None
354,5,2,1,0,0,250,2,51,179,octa2cw.bmp,M2,None,None,None,None,None,None,None,None,None,None,None
355,5,1,1,1,0,200,1,1,65,squf7cw.bmp,M5,None,None,None,None,None,None,None,None,None,None,None
356,5,1,2,1,0,350,1,2,66,Squa1cw.bmp,I5,None,None,None,None,None,None,None,None,None,None,None
357,5,2,2,0,0,300,2,52,180,octf7cw.bmp,I3,None,None,None,None,None,None,None,None,None,None,None
358,5,2,1,0,1,200,2,57,185,octe6cw.bmp,M4,None,None,None,None,None,None,None,None,None,None,None
359,5,1,2,1,0,200,1,2,66,squf6cw.bmp,I1,None,None,None,None,None,None,None,None,None,None,None
360,5,2,2,0,0,400,2,52,180,octf2cw.bmp,I4,None,None,None,None,None,None,None,None,None,None,None
361,5,2,1,0,1,400,2,57,185,octd2cw.bmp,M3,None,None,None,None,None,None,None,None,None,None,None
362,5,2,1,0,0,400,2,51,179,octa6cw.bmp,M2,None,None,None,None,None,None,None,None,None,None,None
363,5,1,2,1,0,250,1,2,66,sque2cw.bmp,I2,None,None,None,None,None,None,None,None,None,None,None
364,5,1,1,1,0,300,1,1,65,Squa5cw.bmp,M5,None,None,None,None,None,None,None,None,None,None,None
365,5,1,1,1,1,350,1,7,71,squf3cw.bmp,M3,None,None,None,None,None,None,None,None,None,None,None
366,5,2,2,0,0,250,2,52,180,octb8.bmp,I3,None,None,None,None,None,None,None,None,None,None,None
367,5,2,2,1,0,300,2,54,182,octb6.bmp,I5,None,None,None,None,None,None,None,None,None,None,None
368,5,1,1,0,0,250,1,3,67,Squb4cw.bmp,M1,None,None,None,None,None,None,None,None,None,None,None
369,5,2,2,0,1,350,2,58,186,octe7cw.bmp,I2,None,None,None,None,None,None,None,None,None,None,None
370,5,1,1,1,0,350,1,1,65,squf1cw.bmp,M4,None,None,None,None,None,None,None,None,None,None,None
371,5,1,1,0,0,200,1,3,67,squf7cw.bmp,M4,None,None,None,None,None,None,None,None,None,None,None
372,5,2,2,0,0,200,2,52,180,octb1.bmp,I3,None,None,None,None,None,None,None,None,None,None,None
373,5,1,2,0,0,300,1,4,68,squf6cw.bmp,I1,None,None,None,None,None,None,None,None,None,None,None
374,5,1,1,1,1,300,1,7,71,Squd7cw.bmp,M3,None,None,None,None,None,None,None,None,None,None,None
375,5,2,1,0,0,200,2,51,179,octa5cw.bmp,M1,None,None,None,None,None,None,None,None,None,None,None
376,5,1,2,1,1,200,1,8,72,squf5cw.bmp,I4,None,None,None,None,None,None,None,None,None,None,None
377,5,1,2,1,0,400,1,2,66,Squd4cw.bmp,I5,None,None,None,None,None,None,None,None,None,None,None
378,5,1,1,1,0,350,1,1,65,Squa7cw.bmp,M2,None,None,None,None,None,None,None,None,None,None,None
379,5,2,2,1,0,250,2,54,182,octf7cw.bmp,I5,None,None,None,None,None,None,None,None,None,None,None
380,5,2,2,0,0,300,2,52,180,octd5cw.bmp,I2,None,None,None,None,None,None,None,None,None,None,None
381,5,1,1,1,1,400,1,7,71,Squd3cw.bmp,M5,None,None,None,None,None,None,None,None,None,None,None
382,5,2,1,0,0,250,2,51,179,octd7cw.bmp,M3,None,None,None,None,None,None,None,None,None,None,None
383,5,2,2,0,0,350,2,52,180,octf6cw.bmp,I4,None,None,None,None,None,None,None,None,None,None,None
384,5,1,2,0,0,350,1,4,68,Squd1cw.bmp,I1,None,None,None,None,None,None,None,None,None,None,None
385,5,1,1,0,0,400,1,3,67,Squa3cw.bmp,M2,None,None,None,None,None,None,None,None,None,None,None
386,5,2,1,0,1,300,2,57,185,octe6cw.bmp,M5,None,None,None,None,None,None,None,None,None,None,None
387,5,2,2,1,0,400,2,54,182,octb5.bmp,I3,None,None,None,None,None,None,None,None,None,None,None
388,5,1,1,1,0,250,1,1,65,Squb1cw.bmp,M1,None,None,None,None,None,None,None,None,None,None,None
389,5,1,1,0,0,300,1,3,67,Squa1cw.bmp,M4,None,None,None,None,None,None,None,None,None,None,None
390,5,2,2,0,1,300,2,58,186,octb3.bmp,I5,None,None,None,None,None,None,None,None,None,None,None
391,5,2,2,0,0,250,2,52,180,octd6cw.bmp,I2,None,None,None,None,None,None,None,None,None,None,None
392,5,2,1,0,0,200,2,51,179,octf8cw.bmp,M1,None,None,None,None,None,None,None,None,None,None,None
393,5,1,2,1,0,300,1,2,66,Squa4cw.bmp,I3,None,None,None,None,None,None,None,None,None,None,None
394,5,2,1,1,0,300,2,53,181,octb2cw.bmp,M3,None,None,None,None,None,None,None,None,None,None,None
395,5,1,1,1,1,200,1,7,71,Squb7cw.bmp,M2,None,None,None,None,None,None,None,None,None,None,None
396,5,2,2,1,0,200,2,54,182,octe2cw.bmp,I4,None,None,None,None,None,None,None,None,None,None,None
397,5,1,1,1,0,200,1,1,65,sque7cw.bmp,M5,None,None,None,None,None,None,None,None,None,None,None
398,5,2,2,0,1,250,2,58,186,octe5cw.bmp,I1,None,None,None,None,None,None,None,None,None,None,None
399,5,1,1,1,0,400,1,1,65,sque3cw.bmp,M4,None,None,None,None,None,None,None,None,None,None,None
400,6,1,2,1,0,400,1,2,66,squf8cw.bmp,M4,None,None,None,None,None,None,None,None,None,None,None
401,6,1,1,1,0,350,1,1,65,Squd2cw.bmp,S3,None,None,None,None,None,None,None,None,None,None,None
402,6,1,2,1,0,300,1,2,66,Squb3cw.bmp,M5,None,None,None,None,None,None,None,None,None,None,None
403,6,2,2,1,0,350,2,54,182,octf4cw.bmp,M3,None,None,None,None,None,None,None,None,None,None,None
404,6,1,1,1,1,300,1,7,71,Squb5cw.bmp,S2,None,None,None,None,None,None,None,None,None,None,None
405,6,1,1,0,0,300,1,3,67,Squa2cw.bmp,S5,None,None,None,None,None,None,None,None,None,None,None
406,6,1,2,1,0,250,1,2,66,sque6cw.bmp,M1,None,None,None,None,None,None,None,None,None,None,None
407,6,2,2,0,1,300,2,58,186,octa7cw.bmp,M2,None,None,None,None,None,None,None,None,None,None,None
408,6,1,1,1,0,200,1,1,65,Squb2cw.bmp,S4,None,None,None,None,None,None,None,None,None,None,None
409,6,2,1,1,0,350,2,53,181,octf3cw.bmp,S1,None,None,None,None,None,None,None,None,None,None,None
410,6,2,2,0,0,300,2,52,180,octd1cw.bmp,M3,None,None,None,None,None,None,None,None,None,None,None
411,6,2,1,1,0,250,2,53,181,octa4cw.bmp,S1,None,None,None,None,None,None,None,None,None,None,None
412,6,1,1,1,1,400,1,7,71,Squd5cw.bmp,S5,None,None,None,None,None,None,None,None,None,None,None
413,6,2,2,1,0,250,2,54,182,octd8cw.bmp,M1,None,None,None,None,None,None,None,None,None,None,None
414,6,1,1,1,0,400,1,1,65,squf2cw.bmp,S3,None,None,None,None,None,None,None,None,None,None,None
415,6,2,1,0,0,350,2,51,179,octd3cw.bmp,S4,None,None,None,None,None,None,None,None,None,None,None
416,6,1,2,1,0,200,1,2,66,Squa8cw.bmp,M5,None,None,None,None,None,None,None,None,None,None,None
417,6,1,1,1,1,250,1,7,71,Squd6cw.bmp,S2,None,None,None,None,None,None,None,None,None,None,None
418,6,1,1,1,0,200,1,1,65,squf4cw.bmp,S5,None,None,None,None,None,None,None,None,None,None,None
419,6,2,2,0,1,350,2,58,186,octb7.bmp,M2,None,None,None,None,None,None,None,None,None,None,None
420,6,2,1,0,0,350,2,51,179,octb4.bmp,S4,None,None,None,None,None,None,None,None,None,None,None
421,6,2,2,0,0,250,2,52,180,octe1cw.bmp,M4,None,None,None,None,None,None,None,None,None,None,None
422,6,1,1,1,0,400,1,1,65,Squa6cw.bmp,S1,None,None,None,None,None,None,None,None,None,None,None
423,6,1,1,0,0,200,1,3,67,sque5cw.bmp,S3,None,None,None,None,None,None,None,None,None,None,None
424,6,2,2,0,1,250,2,58,186,octa1cw.bmp,M3,None,None,None,None,None,None,None,None,None,None,None
425,6,1,2,1,0,200,1,2,66,Squb6cw.bmp,M2,None,None,None,None,None,None,None,None,None,None,None
426,6,2,1,1,0,200,2,53,181,octe4cw.bmp,S2,None,None,None,None,None,None,None,None,None,None,None
427,6,1,1,1,0,250,1,1,65,sque8cw.bmp,S4,None,None,None,None,None,None,None,None,None,None,None
428,6,1,2,1,0,350,1,2,66,Squa3cw.bmp,M4,None,None,None,None,None,None,None,None,None,None,None
429,6,1,2,1,1,350,1,8,72,Squb4cw.bmp,M5,None,None,None,None,None,None,None,None,None,None,None
430,6,2,1,0,0,400,2,51,179,octf5cw.bmp,S3,None,None,None,None,None,None,None,None,None,None,None
431,6,2,1,0,0,200,2,51,179,octa2cw.bmp,S1,None,None,None,None,None,None,None,None,None,None,None
432,6,2,2,1,0,200,2,54,182,octa8cw.bmp,M1,None,None,None,None,None,None,None,None,None,None,None
433,6,1,1,1,0,350,1,1,65,sque2cw.bmp,S5,None,None,None,None,None,None,None,None,None,None,None
434,6,2,1,0,1,400,2,57,185,octa3cw.bmp,S2,None,None,None,None,None,None,None,None,None,None,None
435,6,2,2,0,0,300,2,52,180,octf4cw.bmp,M5,None,None,None,None,None,None,None,None,None,None,None
436,6,2,2,0,0,400,2,52,180,octe7cw.bmp,M3,None,None,None,None,None,None,None,None,None,None,None
437,6,1,1,1,0,250,1,1,65,Squb7cw.bmp,S4,None,None,None,None,None,None,None,None,None,None,None
438,6,1,1,1,0,300,1,1,65,Squa5cw.bmp,S5,None,None,None,None,None,None,None,None,None,None,None
439,6,1,2,1,1,400,1,8,72,Squd5cw.bmp,M1,None,None,None,None,None,None,None,None,None,None,None
440,6,2,1,0,0,250,2,51,179,octb1.bmp,S1,None,None,None,None,None,None,None,None,None,None,None
441,6,1,2,1,1,200,1,8,72,Squd2cw.bmp,M2,None,None,None,None,None,None,None,None,None,None,None
442,6,1,2,1,0,300,1,2,66,squf5cw.bmp,M4,None,None,None,None,None,None,None,None,None,None,None
443,6,2,1,0,1,200,2,57,185,octf6cw.bmp,S2,None,None,None,None,None,None,None,None,None,None,None
444,6,1,2,0,0,350,1,4,68,squf6cw.bmp,M5,None,None,None,None,None,None,None,None,None,None,None
445,6,2,1,0,1,250,2,57,185,octe6cw.bmp,S3,None,None,None,None,None,None,None,None,None,None,None
446,6,2,2,1,0,300,2,54,182,octd5cw.bmp,M3,None,None,None,None,None,None,None,None,None,None,None
447,6,2,1,1,0,400,2,53,181,octb5.bmp,S2,None,None,None,None,None,None,None,None,None,None,None
448,6,1,2,0,0,250,1,4,68,Squd6cw.bmp,M1,None,None,None,None,None,None,None,None,None,None,None
449,6,2,2,0,0,200,2,52,180,octa3cw.bmp,M4,None,None,None,None,None,None,None,None,None,None,None
450,6,2,1,0,1,350,2,57,185,octb6.bmp,S5,None,None,None,None,None,None,None,None,None,None,None
451,6,1,2,0,0,300,1,4,68,squf1cw.bmp,M2,None,None,None,None,None,None,None,None,None,None,None
452,6,1,1,0,0,400,1,3,67,sque6cw.bmp,S4,None,None,None,None,None,None,None,None,None,None,None
453,6,2,2,0,1,400,2,58,186,octd3cw.bmp,M3,None,None,None,None,None,None,None,None,None,None,None
454,6,1,2,0,0,400,1,4,68,Squb3cw.bmp,M2,None,None,None,None,None,None,None,None,None,None,None
455,6,1,1,0,0,250,1,3,67,sque3cw.bmp,S1,None,None,None,None,None,None,None,None,None,None,None
456,6,2,2,0,0,250,2,52,180,octd6cw.bmp,M5,None,None,None,None,None,None,None,None,None,None,None
457,6,2,1,0,0,300,2,51,179,octe1cw.bmp,S3,None,None,None,None,None,None,None,None,None,None,None
458,6,1,2,1,1,250,1,8,72,Squd7cw.bmp,M1,None,None,None,None,None,None,None,None,None,None,None
459,6,2,2,0,0,200,2,52,180,octe4cw.bmp,M4,None,None,None,None,None,None,None,None,None,None,None
460,6,1,1,1,0,300,1,1,65,Squa1cw.bmp,S2,None,None,None,None,None,None,None,None,None,None,None
461,6,1,2,1,0,350,1,2,66,Squa2cw.bmp,M1,None,None,None,None,None,None,None,None,None,None,None
462,6,1,2,0,0,200,1,4,68,sque5cw.bmp,M5,None,None,None,None,None,None,None,None,None,None,None
463,6,2,1,0,1,300,2,57,185,octa8cw.bmp,S1,None,None,None,None,None,None,None,None,None,None,None
464,6,2,1,0,0,200,2,51,179,octb2cw.bmp,S3,None,None,None,None,None,None,None,None,None,None,None
465,6,2,2,1,0,400,2,54,182,octa4cw.bmp,M2,None,None,None,None,None,None,None,None,None,None,None
466,6,1,1,0,0,350,1,3,67,Squb5cw.bmp,S4,None,None,None,None,None,None,None,None,None,None,None
467,6,2,1,0,0,300,2,51,179,octa1cw.bmp,S5,None,None,None,None,None,None,None,None,None,None,None
468,6,2,2,0,1,200,2,58,186,octa7cw.bmp,M4,None,None,None,None,None,None,None,None,None,None,None
469,6,2,1,1,0,300,2,53,181,octf7cw.bmp,S1,None,None,None,None,None,None,None,None,None,None,None
470,6,1,2,1,0,250,1,2,66,sque7cw.bmp,M3,None,None,None,None,None,None,None,None,None,None,None
471,6,1,2,1,0,400,1,2,66,squf2cw.bmp,M3,None,None,None,None,None,None,None,None,None,None,None
472,6,1,1,1,1,350,1,7,71,sque8cw.bmp,S5,None,None,None,None,None,None,None,None,None,None,None
473,6,2,2,0,0,350,2,52,180,octb7.bmp,M1,None,None,None,None,None,None,None,None,None,None,None
474,6,2,1,0,0,250,2,51,179,octd2cw.bmp,S3,None,None,None,None,None,None,None,None,None,None,None
475,6,1,2,1,1,300,1,8,72,Squb6cw.bmp,M4,None,None,None,None,None,None,None,None,None,None,None
476,6,2,1,0,0,400,2,51,179,octa2cw.bmp,S4,None,None,None,None,None,None,None,None,None,None,None
477,6,2,2,0,0,400,2,52,180,octf5cw.bmp,M5,None,None,None,None,None,None,None,None,None,None,None
478,6,2,2,0,0,350,2,52,180,octe5cw.bmp,M2,None,None,None,None,None,None,None,None,None,None,None
479,6,1,1,1,1,200,1,7,71,Squa7cw.bmp,S2,None,None,None,None,None,None,None,None,None,None,None
480,7,1,2,1,0,250,1,2,66,Squa8cw.bmp,J3,None,None,None,None,None,None,None,None,None,None,None
481,7,2,2,1,0,250,2,54,182,octd1cw.bmp,J5,None,None,None,None,None,None,None,None,None,None,None
482,7,1,1,0,0,200,1,3,67,squf3cw.bmp,I1,None,None,None,None,None,None,None,None,None,None,None
483,7,2,2,0,1,250,2,58,186,octd7cw.bmp,J1,None,None,None,None,None,None,None,None,None,None,None
484,7,2,2,0,0,400,2,52,180,octf8cw.bmp,J2,None,None,None,None,None,None,None,None,None,None,None
485,7,2,1,0,0,200,2,51,179,octb4.bmp,I3,None,None,None,None,None,None,None,None,None,None,None
486,7,1,2,1,0,200,1,2,66,Squa4cw.bmp,J4,None,None,None,None,None,None,None,None,None,None,None
487,7,1,2,1,0,300,1,2,66,Squb1cw.bmp,J2,None,None,None,None,None,None,None,None,None,None,None
488,7,1,1,1,1,250,1,7,71,squf4cw.bmp,I4,None,None,None,None,None,None,None,None,None,None,None
489,7,2,1,1,0,200,2,53,181,octd8cw.bmp,I5,None,None,None,None,None,None,None,None,None,None,None
490,7,1,2,1,1,350,1,8,72,Squb2cw.bmp,J3,None,None,None,None,None,None,None,None,None,None,None
491,7,1,2,0,0,200,1,4,68,Squd3cw.bmp,J4,None,None,None,None,None,None,None,None,None,None,None
492,7,2,1,1,0,250,2,53,181,octb3.bmp,I2,None,None,None,None,None,None,None,None,None,None,None
493,7,1,1,1,0,200,1,1,65,squf7cw.bmp,I2,None,None,None,None,None,None,None,None,None,None,None
494,7,1,2,1,0,350,1,2,66,Squd4cw.bmp,J1,None,None,None,None,None,None,None,None,None,None,None
